country_id,Year,Date,City,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
1,2024,27/01/2024,Los Angeles,191,153.6,296.8,73.2,42.4,6.79,154.7,15.3,45,13.9
1,2024,27/01/2024,New York,91,189.4,65.7,80.9,36.2,1.16,153,-5.8,25,12.1
3,2024,27/01/2024,Beijing,48,26,273.2,91.8,22.3,9.82,81.1,40,51,4.2
6,2024,28/01/2024,Tokyo,133,122.9,269.7,6,49.8,8.15,186.5,27.1,58,14.1
8,2024,28/01/2024,São Paulo,169,61.4,146.5,27.5,11.7,1.03,199.2,14,60,11.1
7,2024,28/01/2024,Sydney,148,137.7,14.6,83.5,10.9,4.23,192.9,37,72,2.6
5,2024,28/01/2024,Paris,83,187.8,140.8,56.5,20.4,2.56,152.2,6.8,43,4.4
9,2024,28/01/2024,Cairo,242,169.9,296.6,21.5,16.5,5.8,22.9,-4.8,12,12.1
3,2024,28/01/2024,Beijing,118,151.6,45.2,37,10.8,1.96,115.1,38.8,65,5.4
1,2024,28/01/2024,New York,106,49,67.1,6.1,45,4.4,169.7,20.3,20,11.4
4,2024,28/01/2024,Delhi,277,164.3,120.1,43.3,4.2,4.74,124.5,23.3,32,12.9
2,2024,28/01/2024,London,245,112,205.3,88.2,21.8,3.58,106.4,-8.4,30,8
1,2024,28/01/2024,Los Angeles,296,44.5,216.9,15.8,48,1.69,67.2,34.4,77,6
8,2024,29/01/2024,São Paulo,300,248.8,97.7,18.9,19.8,4.94,73.7,37.3,49,12.6
7,2024,29/01/2024,Sydney,281,95.4,53.8,58.6,29.4,3.95,121.7,37.5,78,1.1
6,2024,29/01/2024,Tokyo,298,156.8,197.9,80.7,26.6,1.15,125,-3.2,82,7.6
5,2024,29/01/2024,Paris,79,227.2,240,47.5,20.4,7.69,81.9,30.2,63,3.4
9,2024,29/01/2024,Cairo,88,117.4,162.1,43,40.3,7.44,169.6,5.2,90,7.3
3,2024,29/01/2024,Beijing,131,62.3,237.1,36.1,40.9,1.5,96.1,29.5,51,2.4
2,2024,29/01/2024,London,119,68.2,27.7,43.9,14.5,8.63,86.1,13.5,11,13.6
1,2024,29/01/2024,Los Angeles,287,38.8,260.1,6.4,26.1,6.06,169.5,0.5,64,10.8
1,2024,29/01/2024,New York,155,156.7,108.5,78.8,3.5,8.33,154.3,33,66,1.9
4,2024,29/01/2024,Delhi,154,177.3,63.8,88.9,12.3,6.68,183.9,-7.9,82,12.8
9,2024,30/01/2024,Cairo,219,6.7,250.9,98.9,11.3,5.32,126.3,14.7,55,14.8
8,2024,30/01/2024,São Paulo,178,178.3,194.2,49,40.5,3.43,183.4,-8.7,17,10.3
7,2024,30/01/2024,Sydney,53,10.5,129.6,45.8,14.2,4.94,165.4,17.9,83,4.4
6,2024,30/01/2024,Tokyo,130,16.4,61.4,40.2,10.1,2.2,71.3,20.1,80,1
5,2024,30/01/2024,Paris,222,225.9,193.9,80.6,42.4,4.98,134.2,-2.9,89,1.4
4,2024,30/01/2024,Delhi,223,93.7,117.1,61.7,5.3,0.91,130.8,15.4,67,8.2
2,2024,30/01/2024,London,134,13.9,235.2,78.3,8.1,0.36,170.1,10,81,5
1,2024,30/01/2024,New York,102,112.1,225,89.9,33.1,3.26,92.2,21.7,66,6.8
3,2024,30/01/2024,Beijing,176,126.2,195.7,35.6,6.1,7.34,30.7,27,66,0.8
1,2024,30/01/2024,Los Angeles,212,82.1,124.6,12.1,26.7,2.54,68.8,8.3,33,10.9
9,2024,31/01/2024,Cairo,147,39,253.4,20.7,5.7,4.11,193,26.8,63,4.3
5,2024,31/01/2024,Paris,176,135.9,243.1,72.2,20.4,3.38,14.9,20.1,44,10.2
8,2024,31/01/2024,São Paulo,231,45.4,267.1,37.5,17.8,3.14,53.1,-7.1,83,9.3
7,2024,31/01/2024,Sydney,65,34.5,115.3,41,31.1,8.93,36.6,18.5,60,1
6,2024,31/01/2024,Tokyo,213,21.9,146,19.8,7.2,8.14,34.6,39.2,13,10.4
4,2024,31/01/2024,Delhi,294,229.4,23.2,64.2,25.3,5.98,168.4,37.9,60,0.7
2,2024,31/01/2024,London,257,167,290.6,62,29.1,7.42,48,2,73,9.1
1,2024,31/01/2024,Los Angeles,116,24.4,254.3,88.2,39,5.07,100.5,9.6,39,11.6
1,2024,31/01/2024,New York,126,83.4,29,28.1,35.3,4.99,38.3,-4.5,73,5.4
3,2024,31/01/2024,Beijing,209,145.1,114.6,22,40.1,9.2,90.2,-2.5,20,9.1
8,2024,01/02/2024,São Paulo,68,48.1,121.7,61.6,27,7.92,172,33.4,43,0.8
7,2024,01/02/2024,Sydney,42,194.9,182.1,31.3,37.1,3.81,35.8,8.6,34,0.7
6,2024,01/02/2024,Tokyo,94,169.4,133.3,88.8,11.2,6.01,36,12.6,14,11.2
5,2024,01/02/2024,Paris,204,201.3,44.2,95.8,8.4,8.15,45,2.1,31,10.9
9,2024,01/02/2024,Cairo,264,31.7,25.6,5.3,42.8,1.47,116.1,2,90,3.4
3,2024,01/02/2024,Beijing,123,28.8,19,65.7,8.5,8.58,51.9,-7.4,15,3.3
2,2024,01/02/2024,London,253,173.1,111.8,86.7,9.3,7.63,173,6.9,24,7
1,2024,01/02/2024,Los Angeles,281,174.3,273.4,82.9,32.6,0.64,147.5,8.3,79,8.2
1,2024,01/02/2024,New York,93,135.8,266.4,25.1,28.7,1.83,153.7,17.2,31,13.3
4,2024,01/02/2024,Delhi,270,23.9,88.2,32.7,7.9,6.32,112.4,32.6,67,1.2
9,2024,02/02/2024,Cairo,158,233.1,278.3,63.4,5.9,0.47,198.2,20.5,72,6.7
8,2024,02/02/2024,São Paulo,223,127.5,117.8,72.9,24.8,9.88,105.2,30.1,15,8.2
7,2024,02/02/2024,Sydney,300,230.7,45,25.7,30.6,8.87,158.5,-7.4,55,10.7
6,2024,02/02/2024,Tokyo,286,212.8,217.4,13.8,44,4.8,185.1,-5.6,26,11.3
5,2024,02/02/2024,Paris,206,195.3,38.6,42,7.3,6.34,124.7,4.9,56,2.9
4,2024,02/02/2024,Delhi,144,202.4,298.5,44.9,48.7,2.34,43.4,13.7,31,4.9
2,2024,02/02/2024,London,218,126.9,119.4,27.5,44.4,2.46,75.1,-3,35,4.8
1,2024,02/02/2024,Los Angeles,75,74.4,223.6,83.7,2.3,6.26,154.1,-5.8,59,14.4
1,2024,02/02/2024,New York,64,225.8,71.4,16.2,35.6,1.21,87,4.4,86,9.1
3,2024,02/02/2024,Beijing,132,158.6,104.9,63.4,47.2,7.87,96.4,3.7,80,7.6
6,2024,03/02/2024,Tokyo,244,115.9,51.6,79.7,47.2,3.67,133.3,17.5,68,12.8
8,2024,03/02/2024,São Paulo,66,154.5,46.2,17.1,27.1,8.97,191.8,14.3,42,3.2
7,2024,03/02/2024,Sydney,201,164.7,149.7,49.7,41.5,7.02,24,18.8,87,9.1
5,2024,03/02/2024,Paris,121,5.8,281.7,70.5,33.4,8.67,191.3,11.4,54,3.2
9,2024,03/02/2024,Cairo,160,43.8,227,85.1,31.2,4.2,163.9,22,52,11.6
3,2024,03/02/2024,Beijing,233,55.9,76.1,39.3,11,0.44,58.8,30,42,11.7
1,2024,03/02/2024,New York,163,232.1,112.7,85.2,48.1,4.32,108,39.1,22,5.5
4,2024,03/02/2024,Delhi,230,223.6,283.7,65.7,43.5,5.81,104.4,25.3,65,11.3
2,2024,03/02/2024,London,116,122.7,187.9,63.2,39.3,9.61,188.2,-7.5,83,6.5
1,2024,03/02/2024,Los Angeles,45,177.9,27.9,56.2,24.3,4.55,32.2,10.8,28,8
9,2024,04/02/2024,Cairo,255,231.1,177.5,10.5,30,7.44,115.8,17.7,32,3.7
8,2024,04/02/2024,São Paulo,52,149.9,233.2,96.4,41.9,2.78,34.8,23.5,16,4.8
7,2024,04/02/2024,Sydney,233,120.2,132.3,29.9,31.4,0.31,70.2,-5.8,55,10.7
5,2024,04/02/2024,Paris,221,214.8,169.6,14.5,26.3,2.4,95.6,9.1,80,8.9
6,2024,04/02/2024,Tokyo,279,249.2,282.2,85.8,4.6,4.35,46.2,13.8,85,7.2
3,2024,04/02/2024,Beijing,162,200.5,191.4,39.3,29.1,2.41,28.7,39.6,56,2.3
2,2024,04/02/2024,London,194,34.2,94,30,41.9,8.73,132,22.5,26,9
1,2024,04/02/2024,Los Angeles,91,173.9,210,28.8,42.1,7.38,137.7,29.5,42,4.6
1,2024,04/02/2024,New York,92,22.2,166.7,28.4,29.8,4.77,28.1,25.8,21,6.8
4,2024,04/02/2024,Delhi,234,116,122.4,63.3,33.2,8.31,170.5,35.2,79,11.6
6,2024,05/02/2024,Tokyo,94,190.5,75.6,56.5,34,2.06,98.6,21,20,4.2
9,2024,05/02/2024,Cairo,256,163.9,42,62.7,29.7,1.54,63.7,-9.1,62,9.5
8,2024,05/02/2024,São Paulo,56,17.4,269.1,74.8,9,7.01,108.1,24.5,85,3.2
7,2024,05/02/2024,Sydney,271,165.3,269.6,78.4,45.2,8.92,148.4,33.6,17,0.8
5,2024,05/02/2024,Paris,85,238.4,138.1,82.2,32.1,4.5,147.2,9.1,23,12.3
1,2024,05/02/2024,New York,96,136.5,70.1,26,47.6,8.87,195.9,12.1,46,15
3,2024,05/02/2024,Beijing,128,12,68.7,23.1,46.8,1.91,102.6,27.2,73,2.2
2,2024,05/02/2024,London,147,181.8,200.8,22.3,38.5,6.54,81.6,-9.7,13,5
1,2024,05/02/2024,Los Angeles,152,107.8,274.4,98.9,8,7.65,116.4,6.9,70,9
4,2024,05/02/2024,Delhi,139,63,187.6,71,27.3,7.59,120.3,20.8,44,2.4
9,2024,06/02/2024,Cairo,133,103.5,81.6,49.8,6.2,8.89,41.3,13,72,4.8
8,2024,06/02/2024,São Paulo,66,214.9,275.9,54.7,27.7,2.86,30.4,13.7,81,5.4
7,2024,06/02/2024,Sydney,32,25.1,52.4,54,38.7,9.89,166.6,22.4,86,3.6
5,2024,06/02/2024,Paris,296,240.2,245.4,92.4,10.9,7.99,179.7,17.5,72,2.3
6,2024,06/02/2024,Tokyo,238,214.9,137.9,86.9,25.8,8.33,153.7,-5,78,8.5
3,2024,06/02/2024,Beijing,239,132.8,51.3,75.5,31.9,8.25,53.6,-9.1,73,2.8
1,2024,06/02/2024,New York,55,69.9,294.4,55.2,22,2.86,195.8,-7.9,26,14
4,2024,06/02/2024,Delhi,285,27.2,98.7,91.4,24.1,1.3,199.4,-8.2,48,10.1
2,2024,06/02/2024,London,123,24.8,120,8.3,21.6,4.01,128.6,-0.8,40,14.8
1,2024,06/02/2024,Los Angeles,258,93.2,36.7,80.6,33.2,0.39,39.7,-2.1,16,9.4
8,2024,07/02/2024,São Paulo,263,134.2,234.6,68.7,37.1,1.46,47.1,30.5,65,9.5
7,2024,07/02/2024,Sydney,205,229,102.9,80.2,40,7.59,137.9,16,44,12.5
6,2024,07/02/2024,Tokyo,44,125.8,286.5,21.5,38.7,8.62,43.5,27.4,19,0.5
5,2024,07/02/2024,Paris,38,152,152,37.9,14.5,9.32,163.6,17.2,65,14.6
9,2024,07/02/2024,Cairo,44,63.5,93.1,64.6,17.3,0.5,145.5,23.7,81,3.1
3,2024,07/02/2024,Beijing,76,201.7,152.1,71.1,49.2,5.1,94,14.7,46,3.2
2,2024,07/02/2024,London,225,36,207.8,43.3,32.2,8.02,156.3,0.8,41,13.7
1,2024,07/02/2024,Los Angeles,53,11,143.3,79.3,17.5,0.39,152.4,6.8,18,1.7
1,2024,07/02/2024,New York,98,28.5,287.3,81.9,42.4,2.46,41.2,25.3,13,14.9
4,2024,07/02/2024,Delhi,111,170.8,62.8,22.5,25.4,6.26,35.9,-2.5,54,6.7
9,2024,08/02/2024,Cairo,94,150.1,135.1,38.7,7.5,1.18,107.2,1.5,70,7.5
8,2024,08/02/2024,São Paulo,126,177.5,275.2,11.3,39.2,9.36,17.3,11.4,22,3.3
7,2024,08/02/2024,Sydney,58,230.2,225,58.3,28.9,8.87,71.1,36.3,75,4.5
6,2024,08/02/2024,Tokyo,260,56.8,172.6,67.1,16,6.04,167,-6.3,14,13
5,2024,08/02/2024,Paris,176,131.6,24.4,16.1,32.6,8.69,88.6,22.6,16,1.5
4,2024,08/02/2024,Delhi,42,15.4,68.1,43.7,26.3,5.58,42.8,-1.2,75,2.2
2,2024,08/02/2024,London,284,52.7,192.1,27.6,41.6,7.03,75.8,14.2,12,3.4
1,2024,08/02/2024,New York,191,110.2,202.2,41.5,42.5,2.2,13.2,-1.5,12,3.4
3,2024,08/02/2024,Beijing,36,97.1,92.4,74.7,25,0.83,101.8,33,38,10.8
1,2024,08/02/2024,Los Angeles,238,20.8,149.8,38.7,50,5.57,52.1,12.3,73,4.2
9,2024,09/02/2024,Cairo,124,218.9,244.5,84.8,35.5,6.36,159.5,25.7,14,2.9
5,2024,09/02/2024,Paris,189,123.5,209.1,86.6,16.2,6.86,74.5,30.5,63,12.5
8,2024,09/02/2024,São Paulo,165,162.9,202.2,9.1,12.2,7.94,193.7,38.6,44,2.4
7,2024,09/02/2024,Sydney,197,203.8,158.5,85.6,26.5,3.31,90,-1.3,74,10.3
6,2024,09/02/2024,Tokyo,118,177.2,27.6,24.1,38.3,2.65,178.1,21.7,54,11.6
4,2024,09/02/2024,Delhi,181,157.3,268.2,98.3,43.7,9.5,120.9,24.4,88,1.6
2,2024,09/02/2024,London,141,114.6,160.7,98.1,36,9.96,63.4,14.5,34,4.1
1,2024,09/02/2024,New York,52,55.8,295.7,24.8,24.2,5.81,165.9,28.3,54,8.5
3,2024,09/02/2024,Beijing,134,182,17.6,58.4,33.5,2.83,52.4,26,61,14.5
1,2024,09/02/2024,Los Angeles,48,218,205,12.5,42,1.15,93.5,32.7,22,6.4
1,2024,10/02/2024,New York,89,42.7,238.8,39.3,3.3,5.06,128.8,-9.3,79,7.7
1,2024,10/02/2024,Los Angeles,275,154.8,16.4,87.7,13.8,5.83,105.3,10.2,16,13.9
2,2024,10/02/2024,London,259,192.3,188.7,87.9,11.3,9.51,102,21.1,83,14.9
3,2024,10/02/2024,Beijing,83,140.9,59,98.1,2.6,5.56,129.9,24.4,54,11.2
4,2024,10/02/2024,Delhi,77,18.1,164.8,35.2,37.2,4.19,199.5,22.9,51,6.2
5,2024,10/02/2024,Paris,225,59.5,15.9,99.8,46,3.22,194.2,33,66,12.8
6,2024,10/02/2024,Tokyo,117,89.6,233.9,64.6,8.1,3.16,174.5,9.9,11,1.8
7,2024,10/02/2024,Sydney,61,190.9,27.3,9.6,16.1,1.91,160.3,35.2,65,12.5
8,2024,10/02/2024,São Paulo,83,56.1,39.4,38,31.2,3.94,166,-9.9,29,6.7
9,2024,10/02/2024,Cairo,177,83.3,93,18.7,49.7,9.7,111.4,3.8,85,9.5
1,2024,11/02/2024,Los Angeles,56,149.6,132.1,5.2,17.9,2.84,93.3,11.9,77,0.8
9,2024,11/02/2024,Cairo,35,76,205.3,38.5,11.8,0.86,137.2,6.8,19,7.7
8,2024,11/02/2024,São Paulo,255,200.6,179.3,88.2,7.9,6.4,152.6,7.8,10,5
7,2024,11/02/2024,Sydney,79,167.8,258.5,84.1,6.8,7.52,190.8,2.4,48,7.9
6,2024,11/02/2024,Tokyo,58,31.2,29.7,44.2,22.9,2.25,70.9,38.4,61,5.2
1,2024,11/02/2024,New York,164,42.4,89.9,35.3,17.4,3.31,137.8,36.9,54,3.3
4,2024,11/02/2024,Delhi,248,127,11.9,52.8,10.2,7.6,193.2,5.5,21,8.3
3,2024,11/02/2024,Beijing,255,206.8,47.3,72.1,35.7,4.2,139.2,31.9,31,7.5
2,2024,11/02/2024,London,250,50,106.7,48.8,2.9,5.91,131.9,35,82,12.8
5,2024,11/02/2024,Paris,102,114.7,52.2,73,2.5,8.86,174.3,5.6,87,7.1
5,2024,12/02/2024,Paris,60,115.6,150.1,46.9,9.9,9.5,156.9,1.8,16,6.8
8,2024,12/02/2024,São Paulo,43,209.8,164.7,63.8,9.5,0.55,44.2,17.2,35,10.9
7,2024,12/02/2024,Sydney,224,214.2,158.2,97.3,41.1,0.66,171.1,13.9,89,8.7
6,2024,12/02/2024,Tokyo,149,230.2,269.3,63.4,12.6,7.64,87,12.8,74,7.4
9,2024,12/02/2024,Cairo,193,6,162.6,21.5,7.7,1.82,153.8,-7.9,10,2.7
4,2024,12/02/2024,Delhi,158,103.5,108.9,64,26.5,7.31,187.1,-7.1,84,6.6
2,2024,12/02/2024,London,158,247.2,141.4,66.9,12.5,0.99,14.4,-7.2,31,5
1,2024,12/02/2024,Los Angeles,166,248.3,164.2,19.5,13.9,9.59,44.7,-8.8,59,12.7
1,2024,12/02/2024,New York,52,168.7,227.7,60.1,9,5.06,112.5,31.6,10,4.4
3,2024,12/02/2024,Beijing,254,193.5,247.6,42,32.3,7.21,106,17.5,16,6.8
8,2024,13/02/2024,São Paulo,197,152.8,91.8,87.6,5.1,3.02,71.7,25.7,87,2.8
7,2024,13/02/2024,Sydney,300,109.7,50,80.8,14.1,3.66,195.5,13.2,49,6.9
6,2024,13/02/2024,Tokyo,237,99.6,10.9,61.2,3.4,9.65,46.6,-2,70,4.4
5,2024,13/02/2024,Paris,71,116.3,253.1,58.6,50,7.38,143.1,24.8,38,7.3
9,2024,13/02/2024,Cairo,210,237.4,154,70.3,42,8.67,26.1,5.2,56,14.8
3,2024,13/02/2024,Beijing,220,215.2,30.9,20,13.5,8.85,105,37.7,38,4
2,2024,13/02/2024,London,285,80.1,202.9,35.1,16.3,5.59,108.3,15.6,53,0.9
1,2024,13/02/2024,Los Angeles,121,159.6,105.3,13.4,13.6,6.72,77.1,33,54,11.8
1,2024,13/02/2024,New York,219,109.5,94.9,33.3,33.8,8.46,126,20.9,72,3.4
4,2024,13/02/2024,Delhi,235,168.3,249.3,74.3,46.7,5.63,74.3,0.8,32,14
9,2024,14/02/2024,Cairo,240,171.6,76.1,20.7,26.6,1.36,86.4,-6.1,40,6.9
8,2024,14/02/2024,São Paulo,140,198.7,271.3,60.3,16.8,0.64,187,17.8,20,9.5
7,2024,14/02/2024,Sydney,201,22.4,176.3,61.3,39.4,8.66,158.8,24.1,63,0.8
6,2024,14/02/2024,Tokyo,248,98,205.1,63.9,27.3,5.59,79,37.4,34,1.7
5,2024,14/02/2024,Paris,292,67.4,188.1,43.2,21.1,4.02,161.1,-8.8,83,14.9
4,2024,14/02/2024,Delhi,71,26.6,14.6,99.4,15.3,3.39,185.9,28.5,64,7.5
2,2024,14/02/2024,London,223,212.6,124.3,66,4.3,0.15,156.4,31.6,71,0.6
1,2024,14/02/2024,Los Angeles,263,51.4,12.1,44.7,48.5,5.82,128.6,-9.4,42,6.2
1,2024,14/02/2024,New York,123,213.4,208.7,37.1,27.6,8.51,100.6,33.1,74,1.5
3,2024,14/02/2024,Beijing,253,83.7,101.3,75.3,24.8,9.18,145,6.2,18,2.9
6,2024,15/02/2024,Tokyo,153,50.1,65.1,52,11.3,9.87,158.5,24.7,64,11.7
9,2024,15/02/2024,Cairo,98,137.7,194.9,68.1,14.1,8.23,108.6,20.8,61,2.6
8,2024,15/02/2024,São Paulo,134,195.1,297.4,70.8,38.1,1.54,48.9,23.2,19,3.7
5,2024,15/02/2024,Paris,108,208.1,82.9,29.3,45.8,4.85,171.5,-3.9,49,1.6
7,2024,15/02/2024,Sydney,62,198.1,19.4,71.3,43,7.12,88.2,18.4,73,11.6
3,2024,15/02/2024,Beijing,93,53.7,72.7,86.3,35.3,8.06,53.8,34.4,46,3.2
1,2024,15/02/2024,New York,44,27.8,164.3,45.6,16.1,6.59,197.4,4.6,21,0.7
1,2024,15/02/2024,Los Angeles,279,204.5,222.5,18.5,27.9,2.32,103.1,30.8,62,5.1
4,2024,15/02/2024,Delhi,218,174.3,283.5,18,28.9,9.3,85.3,33.4,17,6
2,2024,15/02/2024,London,52,203.3,68.1,77.3,7.4,0.22,41,2.1,88,14.8
1,2024,16/02/2024,New York,36,75.8,223.2,95.6,13.6,6.08,63.4,27.6,73,14.4
1,2024,16/02/2024,Los Angeles,226,208.6,283.6,56.1,12.5,6.5,181.3,4.2,17,8.6
2,2024,16/02/2024,London,165,63.9,194.6,90,16.3,1.48,134.4,35,90,13.8
3,2024,16/02/2024,Beijing,197,156.5,237.6,20.7,23.2,8,169.7,-8.1,71,8.7
4,2024,16/02/2024,Delhi,112,113.1,51.5,94.2,21.7,7.8,110.8,38.2,77,9.1
5,2024,16/02/2024,Paris,104,180.5,149.5,56.8,30.7,0.15,61.3,-5.5,66,13.6
6,2024,16/02/2024,Tokyo,147,66.9,160.1,53.9,37.9,9.11,141.9,32.2,76,14.9
7,2024,16/02/2024,Sydney,32,161.8,298.9,78.4,30.6,2.17,109,-5.8,28,10.4
8,2024,16/02/2024,São Paulo,184,38.6,226.1,35.4,2.9,3.41,63.1,28.6,12,1.1
9,2024,16/02/2024,Cairo,151,109.6,245.5,55.4,33.2,2.8,35.1,11,26,2
9,2024,17/02/2024,Cairo,242,75.4,35.9,79.1,23.4,5.28,132,5.8,86,9.4
8,2024,17/02/2024,São Paulo,217,88,29.3,87.2,16.5,3.03,35.5,11.5,41,1.7
7,2024,17/02/2024,Sydney,206,69.1,127.5,6.1,8.4,2.85,13.4,-2.2,34,13.2
6,2024,17/02/2024,Tokyo,109,193.9,75.8,73.8,38.8,3.33,158.5,20.3,47,10.6
5,2024,17/02/2024,Paris,54,168.9,254.7,52.5,49.4,3.8,95.1,31.3,15,5.9
1,2024,17/02/2024,Los Angeles,259,186.4,75,16.6,23,7.71,30.5,-1.5,50,6.3
3,2024,17/02/2024,Beijing,204,42.8,120,78.5,17.5,2.88,45.6,-2.7,21,9.5
2,2024,17/02/2024,London,298,73.6,159.2,26.8,29.5,3.27,118.5,23.8,45,1.3
1,2024,17/02/2024,New York,276,187,83,31.2,22.9,3.77,194.1,11.9,85,5.8
4,2024,17/02/2024,Delhi,263,199.4,88.2,98.6,44.8,6.66,12,1.3,68,12.4
7,2024,18/02/2024,Sydney,170,213.1,266.2,82.7,44.2,3.45,96.6,20,28,7.3
9,2024,18/02/2024,Cairo,270,177.3,23.2,91.2,2.8,0.92,21.5,-4.2,45,5.5
8,2024,18/02/2024,São Paulo,226,89.4,222.3,11.2,41.5,7.69,86.3,-9.9,90,4.6
5,2024,18/02/2024,Paris,260,188.8,153.2,64.6,20.5,7.6,29.8,25.8,71,8.1
6,2024,18/02/2024,Tokyo,222,182.7,31.3,73.4,49,2.61,145.1,1.4,12,8.3
3,2024,18/02/2024,Beijing,287,51,224.3,41.2,44.8,0.6,172.8,37.3,57,12.7
4,2024,18/02/2024,Delhi,233,170.6,253.2,79.8,23,4.33,17.4,21.6,27,8.2
2,2024,18/02/2024,London,233,156.8,294.2,57.8,44.7,2.12,81.8,-7.7,79,0.8
1,2024,18/02/2024,Los Angeles,232,53,251.4,23.4,39.8,0.51,137.1,-0.7,77,2.3
1,2024,18/02/2024,New York,37,106,70.3,99,35.9,6.07,88.9,12.6,44,6.6
8,2024,19/02/2024,São Paulo,195,25.5,23.7,70,37.5,1.45,41.8,4.5,85,3.9
7,2024,19/02/2024,Sydney,144,216.1,104.5,18.5,27.3,6.17,107.7,5.3,62,3.6
6,2024,19/02/2024,Tokyo,193,148.4,10.5,37.8,22,0.16,144.4,-7,42,5.8
5,2024,19/02/2024,Paris,262,104.1,17.8,11.5,20.2,3.61,198.2,25.1,79,10.7
9,2024,19/02/2024,Cairo,288,159.8,162.1,73.6,29.7,1.67,187.5,8.6,57,1.9
3,2024,19/02/2024,Beijing,241,40.7,196,53.1,38,8.82,109.6,33.4,81,11.6
2,2024,19/02/2024,London,76,183.5,223.9,19.7,16.4,0.85,60.3,38.5,52,8.9
1,2024,19/02/2024,Los Angeles,51,67.8,225.6,6.8,30.2,6.52,40.9,12.7,68,1.6
1,2024,19/02/2024,New York,213,181.7,133.4,64.4,3.9,0.38,189.2,4.8,18,3.3
4,2024,19/02/2024,Delhi,253,114.1,118.6,23.5,7.8,5.26,123.2,-2.1,90,6.9
9,2024,20/02/2024,Cairo,202,66.2,26.6,78.6,22.7,0.11,18.4,26.9,49,6.9
8,2024,20/02/2024,São Paulo,191,172.1,191.4,38.3,20.6,4.79,141.8,24.5,17,2.5
7,2024,20/02/2024,Sydney,278,38.3,241.1,49.8,13.7,3.63,79.1,12.2,65,3.8
6,2024,20/02/2024,Tokyo,259,166.8,157.6,21,27.9,6,189.7,34.2,55,6.6
5,2024,20/02/2024,Paris,31,223.8,277.4,60.4,33.5,9.05,31.2,-3,17,13.4
4,2024,20/02/2024,Delhi,276,202.5,80.4,54.6,6.4,8.29,70,-2.3,12,11
2,2024,20/02/2024,London,185,92.9,165.8,44.7,46.2,5.31,115,34.8,57,13.5
1,2024,20/02/2024,Los Angeles,268,54.4,252.3,12.1,23.1,3.11,73.1,17.3,57,5.8
1,2024,20/02/2024,New York,140,209.2,275,15,15.8,8.56,177.8,39.5,88,9.6
3,2024,20/02/2024,Beijing,289,22.4,191.2,48.8,49.1,1.15,38.9,38.1,58,5.8
6,2024,21/02/2024,Tokyo,144,168.9,73.6,69.4,30.5,7.59,108.8,1.8,62,9
9,2024,21/02/2024,Cairo,278,16.9,234.7,94.9,46.1,1.28,140.3,7.1,76,6.8
8,2024,21/02/2024,São Paulo,126,225,144,13.9,42.1,6.57,136.1,-4,28,14.6
7,2024,21/02/2024,Sydney,299,74.2,77.3,32.5,42.2,3.27,149.2,9.8,44,6.5
5,2024,21/02/2024,Paris,245,174.1,235.9,34.7,14.2,1.22,113,18.5,14,2.5
1,2024,21/02/2024,Los Angeles,125,118.7,119.1,91,21.8,0.63,194.9,-5.8,61,12.7
3,2024,21/02/2024,Beijing,59,6.2,214.8,76.1,15,2.55,128.4,28.5,41,8
2,2024,21/02/2024,London,149,212.3,264,76.2,8.8,2.31,183,35.1,65,10.8
4,2024,21/02/2024,Delhi,188,110.1,166.2,36.5,4.2,9.33,109.5,19.8,82,11.1
1,2024,21/02/2024,New York,224,130.3,193.8,40.2,5,4.58,21,-9.1,63,12.8
9,2024,22/02/2024,Cairo,284,197.1,190.2,96.9,31.5,7.25,170.5,15.7,70,10.8
8,2024,22/02/2024,São Paulo,141,24,121.8,60.8,28.6,6.2,199.8,30.3,14,13
7,2024,22/02/2024,Sydney,111,29.9,50.2,96.3,31.9,8.01,36.1,26.8,68,10.9
6,2024,22/02/2024,Tokyo,244,54.5,294.9,54.7,32,4.09,125.8,33.7,45,10.4
5,2024,22/02/2024,Paris,235,216.8,251.5,38.3,18.7,0.36,156.2,28.5,63,0.9
4,2024,22/02/2024,Delhi,248,90.8,123.5,98,7.5,7.16,88.6,28,55,11.2
3,2024,22/02/2024,Beijing,107,67.3,181.5,29.8,42.4,2.09,124.6,5,49,13
2,2024,22/02/2024,London,43,6.6,113.2,35.1,41.7,3.49,191.5,4.2,43,13.6
1,2024,22/02/2024,Los Angeles,108,233,88,95.8,15.6,1.03,24.1,40,31,5.8
1,2024,22/02/2024,New York,187,47.7,159,13.1,28.9,5.37,135.2,-9.5,76,6.7
8,2024,23/02/2024,São Paulo,199,19.8,49,79,25.5,3.61,175,17,51,5
7,2024,23/02/2024,Sydney,217,99.2,266.6,18.1,13.2,3.42,12.1,30.7,52,13.3
6,2024,23/02/2024,Tokyo,126,58.6,119.8,30.1,43.6,0.41,61.1,37.3,70,10.4
5,2024,23/02/2024,Paris,203,180.6,117.9,89.3,9,4.63,63.2,12.4,83,4.7
9,2024,23/02/2024,Cairo,269,134.2,279.8,41.8,38.1,8.1,173.2,-2.7,22,1.3
3,2024,23/02/2024,Beijing,89,40.1,270.7,73.3,42.1,5.05,73.3,31.4,24,5.3
