Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-01-25,Delhi,India,107.0,43.8,221.4,67.8,21.9,7.3,159.2,35.5,18.0,2.2
2024-01-26,São Paulo,Brazil,133.0,109.0,50.0,89.1,15.0,3.89,148.5,18.6,75.0,4.1
2024-01-26,Sydney,Australia,76.0,244.9,32.1,5.6,8.0,3.67,89.6,32.6,33.0,14.5
2024-01-26,Tokyo,Japan,147.0,110.0,19.0,66.8,38.0,6.02,143.5,38.8,10.0,1.4
2024-01-26,Paris,France,216.0,25.0,241.9,26.0,13.4,4.55,123.2,-2.5,77.0,7.5
2024-01-26,Cairo,Egypt,270.0,11.0,236.3,91.7,25.1,9.27,180.1,-1.6,23.0,9.9
2024-01-26,Beijing,China,235.0,90.8,84.2,29.0,25.6,4.56,22.3,2.7,38.0,2.5
2024-01-26,London,UK,57.0,179.9,286.5,81.7,42.8,5.07,126.2,17.6,28.0,6.8
2024-01-26,Los Angeles,USA,287.0,163.0,290.4,26.2,15.9,9.48,112.8,11.9,17.0,9.5
2024-01-26,New York,USA,277.0,162.6,15.3,36.1,46.0,2.95,52.6,27.6,24.0,8.6
2024-01-26,Delhi,India,267.0,116.1,270.7,57.8,5.0,3.26,51.4,36.7,69.0,5.7
2024-01-27,Cairo,Egypt,168.0,52.9,218.8,86.8,48.5,2.02,121.9,-7.9,87.0,13.1
2024-01-27,São Paulo,Brazil,122.0,40.9,131.0,73.0,29.4,6.4,182.2,26.1,24.0,11.1
2024-01-27,Sydney,Australia,155.0,51.4,240.2,51.5,14.7,9.79,57.2,27.1,43.0,12.8
2024-01-27,Tokyo,Japan,38.0,95.7,292.4,71.8,18.1,0.76,116.1,-1.2,77.0,1.9
2024-01-27,Paris,France,174.0,26.2,47.8,60.4,20.0,2.06,116.8,2.9,85.0,12.4
2024-01-27,Delhi,India,252.0,76.4,290.9,23.9,36.2,2.31,182.4,21.8,21.0,10.8
2024-01-27,London,UK,291.0,200.8,172.0,81.2,39.1,9.54,162.8,38.8,52.0,7.8
2024-01-27,Los Angeles,USA,191.0,153.6,296.8,73.2,42.4,6.79,154.7,15.3,45.0,13.9
2024-01-27,New York,USA,91.0,189.4,65.7,80.9,36.2,1.16,153.0,-5.8,25.0,12.1
2024-01-27,Beijing,China,48.0,26.0,273.2,91.8,22.3,9.82,81.1,40.0,51.0,4.2
2024-01-28,Tokyo,Japan,133.0,122.9,269.7,6.0,49.8,8.15,186.5,27.1,58.0,14.1
2024-01-28,São Paulo,Brazil,169.0,61.4,146.5,27.5,11.7,1.03,199.2,14.0,60.0,11.1
2024-01-28,Sydney,Australia,148.0,137.7,14.6,83.5,10.9,4.23,192.9,37.0,72.0,2.6
2024-01-28,Paris,France,83.0,187.8,140.8,56.5,20.4,2.56,152.2,6.8,43.0,4.4
2024-01-28,Cairo,Egypt,242.0,169.9,296.6,21.5,16.5,5.8,22.9,-4.8,12.0,12.1
2024-01-28,Beijing,China,118.0,151.6,45.2,37.0,10.8,1.96,115.1,38.8,65.0,5.4
2024-01-28,New York,USA,106.0,49.0,67.1,6.1,45.0,4.4,169.7,20.3,20.0,11.4
2024-01-28,Delhi,India,277.0,164.3,120.1,43.3,4.2,4.74,124.5,23.3,32.0,12.9
2024-01-28,London,UK,245.0,112.0,205.3,88.2,21.8,3.58,106.4,-8.4,30.0,8.0
2024-01-28,Los Angeles,USA,296.0,44.5,216.9,15.8,48.0,1.69,67.2,34.4,77.0,6.0
2024-01-29,São Paulo,Brazil,300.0,248.8,97.7,18.9,19.8,4.94,73.7,37.3,49.0,12.6
2024-01-29,Sydney,Australia,281.0,95.4,53.8,58.6,29.4,3.95,121.7,37.5,78.0,1.1
2024-01-29,Tokyo,Japan,298.0,156.8,197.9,80.7,26.6,1.15,125.0,-3.2,82.0,7.6
2024-01-29,Paris,France,79.0,227.2,240.0,47.5,20.4,7.69,81.9,30.2,63.0,3.4
2024-01-29,Cairo,Egypt,88.0,117.4,162.1,43.0,40.3,7.44,169.6,5.2,90.0,7.3
2024-01-29,Beijing,China,131.0,62.3,237.1,36.1,40.9,1.5,96.1,29.5,51.0,2.4
2024-01-29,London,UK,119.0,68.2,27.7,43.9,14.5,8.63,86.1,13.5,11.0,13.6
2024-01-29,Los Angeles,USA,287.0,38.8,260.1,6.4,26.1,6.06,169.5,0.5,64.0,10.8
2024-01-29,New York,USA,155.0,156.7,108.5,78.8,3.5,8.33,154.3,33.0,66.0,1.9
2024-01-29,Delhi,India,154.0,177.3,63.8,88.9,12.3,6.68,183.9,-7.9,82.0,12.8
2024-01-30,Cairo,Egypt,219.0,6.7,250.9,98.9,11.3,5.32,126.3,14.7,55.0,14.8
2024-01-30,São Paulo,Brazil,178.0,178.3,194.2,49.0,40.5,3.43,183.4,-8.7,17.0,10.3
2024-01-30,Sydney,Australia,53.0,10.5,129.6,45.8,14.2,4.94,165.4,17.9,83.0,4.4
2024-01-30,Tokyo,Japan,130.0,16.4,61.4,40.2,10.1,2.2,71.3,20.1,80.0,1.0
2024-01-30,Paris,France,222.0,225.9,193.9,80.6,42.4,4.98,134.2,-2.9,89.0,1.4
2024-01-30,Delhi,India,223.0,93.7,117.1,61.7,5.3,0.91,130.8,15.4,67.0,8.2
2024-01-30,London,UK,134.0,13.9,235.2,78.3,8.1,0.36,170.1,10.0,81.0,5.0
2024-01-30,New York,USA,102.0,112.1,225.0,89.9,33.1,3.26,92.2,21.7,66.0,6.8
2024-01-30,Beijing,China,176.0,126.2,195.7,35.6,6.1,7.34,30.7,27.0,66.0,0.8
2024-01-30,Los Angeles,USA,212.0,82.1,124.6,12.1,26.7,2.54,68.8,8.3,33.0,10.9
2024-01-31,Cairo,Egypt,147.0,39.0,253.4,20.7,5.7,4.11,193.0,26.8,63.0,4.3
2024-01-31,Paris,France,176.0,135.9,243.1,72.2,20.4,3.38,14.9,20.1,44.0,10.2
2024-01-31,São Paulo,Brazil,231.0,45.4,267.1,37.5,17.8,3.14,53.1,-7.1,83.0,9.3
2024-01-31,Sydney,Australia,65.0,34.5,115.3,41.0,31.1,8.93,36.6,18.5,60.0,1.0
2024-01-31,Tokyo,Japan,213.0,21.9,146.0,19.8,7.2,8.14,34.6,39.2,13.0,10.4
2024-01-31,Delhi,India,294.0,229.4,23.2,64.2,25.3,5.98,168.4,37.9,60.0,0.7
2024-01-31,London,UK,257.0,167.0,290.6,62.0,29.1,7.42,48.0,2.0,73.0,9.1
2024-01-31,Los Angeles,USA,116.0,24.4,254.3,88.2,39.0,5.07,100.5,9.6,39.0,11.6
2024-01-31,New York,USA,126.0,83.4,29.0,28.1,35.3,4.99,38.3,-4.5,73.0,5.4
2024-01-31,Beijing,China,209.0,145.1,114.6,22.0,40.1,9.2,90.2,-2.5,20.0,9.1
2024-02-01,São Paulo,Brazil,68.0,48.1,121.7,61.6,27.0,7.92,172.0,33.4,43.0,0.8
2024-02-01,Sydney,Australia,42.0,194.9,182.1,31.3,37.1,3.81,35.8,8.6,34.0,0.7
2024-02-01,Tokyo,Japan,94.0,169.4,133.3,88.8,11.2,6.01,36.0,12.6,14.0,11.2
2024-02-01,Paris,France,204.0,201.3,44.2,95.8,8.4,8.15,45.0,2.1,31.0,10.9
2024-02-01,Cairo,Egypt,264.0,31.7,25.6,5.3,42.8,1.47,116.1,2.0,90.0,3.4
2024-02-01,Beijing,China,123.0,28.8,19.0,65.7,8.5,8.58,51.9,-7.4,15.0,3.3
2024-02-01,London,UK,253.0,173.1,111.8,86.7,9.3,7.63,173.0,6.9,24.0,7.0
2024-02-01,Los Angeles,USA,281.0,174.3,273.4,82.9,32.6,0.64,147.5,8.3,79.0,8.2
2024-02-01,New York,USA,93.0,135.8,266.4,25.1,28.7,1.83,153.7,17.2,31.0,13.3
2024-02-01,Delhi,India,270.0,23.9,88.2,32.7,7.9,6.32,112.4,32.6,67.0,1.2
2024-02-02,Cairo,Egypt,158.0,233.1,278.3,63.4,5.9,0.47,198.2,20.5,72.0,6.7
2024-02-02,São Paulo,Brazil,223.0,127.5,117.8,72.9,24.8,9.88,105.2,30.1,15.0,8.2
2024-02-02,Sydney,Australia,300.0,230.7,45.0,25.7,30.6,8.87,158.5,-7.4,55.0,10.7
2024-02-02,Tokyo,Japan,286.0,212.8,217.4,13.8,44.0,4.8,185.1,-5.6,26.0,11.3
2024-02-02,Paris,France,206.0,195.3,38.6,42.0,7.3,6.34,124.7,4.9,56.0,2.9
2024-02-02,Delhi,India,144.0,202.4,298.5,44.9,48.7,2.34,43.4,13.7,31.0,4.9
2024-02-02,London,UK,218.0,126.9,119.4,27.5,44.4,2.46,75.1,-3.0,35.0,4.8
2024-02-02,Los Angeles,USA,75.0,74.4,223.6,83.7,2.3,6.26,154.1,-5.8,59.0,14.4
2024-02-02,New York,USA,64.0,225.8,71.4,16.2,35.6,1.21,87.0,4.4,86.0,9.1
2024-02-02,Beijing,China,132.0,158.6,104.9,63.4,47.2,7.87,96.4,3.7,80.0,7.6
2024-02-03,Tokyo,Japan,244.0,115.9,51.6,79.7,47.2,3.67,133.3,17.5,68.0,12.8
2024-02-03,São Paulo,Brazil,66.0,154.5,46.2,17.1,27.1,8.97,191.8,14.3,42.0,3.2
2024-02-03,Sydney,Australia,201.0,164.7,149.7,49.7,41.5,7.02,24.0,18.8,87.0,9.1
2024-02-03,Paris,France,121.0,5.8,281.7,70.5,33.4,8.67,191.3,11.4,54.0,3.2
2024-02-03,Cairo,Egypt,160.0,43.8,227.0,85.1,31.2,4.2,163.9,22.0,52.0,11.6
2024-02-03,Beijing,China,233.0,55.9,76.1,39.3,11.0,0.44,58.8,30.0,42.0,11.7
2024-02-03,New York,USA,163.0,232.1,112.7,85.2,48.1,4.32,108.0,39.1,22.0,5.5
2024-02-03,Delhi,India,230.0,223.6,283.7,65.7,43.5,5.81,104.4,25.3,65.0,11.3
2024-02-03,London,UK,116.0,122.7,187.9,63.2,39.3,9.61,188.2,-7.5,83.0,6.5
2024-02-03,Los Angeles,USA,45.0,177.9,27.9,56.2,24.3,4.55,32.2,10.8,28.0,8.0
2024-02-04,Cairo,Egypt,255.0,231.1,177.5,10.5,30.0,7.44,115.8,17.7,32.0,3.7
2024-02-04,São Paulo,Brazil,52.0,149.9,233.2,96.4,41.9,2.78,34.8,23.5,16.0,4.8
2024-02-04,Sydney,Australia,233.0,120.2,132.3,29.9,31.4,0.31,70.2,-5.8,55.0,10.7
2024-02-04,Paris,France,221.0,214.8,169.6,14.5,26.3,2.4,95.6,9.1,80.0,8.9
2024-02-04,Tokyo,Japan,279.0,249.2,282.2,85.8,4.6,4.35,46.2,13.8,85.0,7.2
2024-02-04,Beijing,China,162.0,200.5,191.4,39.3,29.1,2.41,28.7,39.6,56.0,2.3
2024-02-04,London,UK,194.0,34.2,94.0,30.0,41.9,8.73,132.0,22.5,26.0,9.0
2024-02-04,Los Angeles,USA,91.0,173.9,210.0,28.8,42.1,7.38,137.7,29.5,42.0,4.6
2024-02-04,New York,USA,92.0,22.2,166.7,28.4,29.8,4.77,28.1,25.8,21.0,6.8
2024-02-04,Delhi,India,234.0,116.0,122.4,63.3,33.2,8.31,170.5,35.2,79.0,11.6
2024-02-05,Tokyo,Japan,94.0,190.5,75.6,56.5,34.0,2.06,98.6,21.0,20.0,4.2
2024-02-05,Cairo,Egypt,256.0,163.9,42.0,62.7,29.7,1.54,63.7,-9.1,62.0,9.5
2024-02-05,São Paulo,Brazil,56.0,17.4,269.1,74.8,9.0,7.01,108.1,24.5,85.0,3.2
2024-02-05,Sydney,Australia,271.0,165.3,269.6,78.4,45.2,8.92,148.4,33.6,17.0,0.8
2024-02-05,Paris,France,85.0,238.4,138.1,82.2,32.1,4.5,147.2,9.1,23.0,12.3
2024-02-05,New York,USA,96.0,136.5,70.1,26.0,47.6,8.87,195.9,12.1,46.0,15.0
2024-02-05,Beijing,China,128.0,12.0,68.7,23.1,46.8,1.91,102.6,27.2,73.0,2.2
2024-02-05,London,UK,147.0,181.8,200.8,22.3,38.5,6.54,81.6,-9.7,13.0,5.0
2024-02-05,Los Angeles,USA,152.0,107.8,274.4,98.9,8.0,7.65,116.4,6.9,70.0,9.0
2024-02-05,Delhi,India,139.0,63.0,187.6,71.0,27.3,7.59,120.3,20.8,44.0,2.4
2024-02-06,Cairo,Egypt,133.0,103.5,81.6,49.8,6.2,8.89,41.3,13.0,72.0,4.8
2024-02-06,São Paulo,Brazil,66.0,214.9,275.9,54.7,27.7,2.86,30.4,13.7,81.0,5.4
2024-02-06,Sydney,Australia,32.0,25.1,52.4,54.0,38.7,9.89,166.6,22.4,86.0,3.6
2024-02-06,Paris,France,296.0,240.2,245.4,92.4,10.9,7.99,179.7,17.5,72.0,2.3
2024-02-06,Tokyo,Japan,238.0,214.9,137.9,86.9,25.8,8.33,153.7,-5.0,78.0,8.5
2024-02-06,Beijing,China,239.0,132.8,51.3,75.5,31.9,8.25,53.6,-9.1,73.0,2.8
2024-02-06,New York,USA,55.0,69.9,294.4,55.2,22.0,2.86,195.8,-7.9,26.0,14.0
2024-02-06,Delhi,India,285.0,27.2,98.7,91.4,24.1,1.3,199.4,-8.2,48.0,10.1
2024-02-06,London,UK,123.0,24.8,120.0,8.3,21.6,4.01,128.6,-0.8,40.0,14.8
2024-02-06,Los Angeles,USA,258.0,93.2,36.7,80.6,33.2,0.39,39.7,-2.1,16.0,9.4
2024-02-07,São Paulo,Brazil,263.0,134.2,234.6,68.7,37.1,1.46,47.1,30.5,65.0,9.5
2024-02-07,Sydney,Australia,205.0,229.0,102.9,80.2,40.0,7.59,137.9,16.0,44.0,12.5
2024-02-07,Tokyo,Japan,44.0,125.8,286.5,21.5,38.7,8.62,43.5,27.4,19.0,0.5
2024-02-07,Paris,France,38.0,152.0,152.0,37.9,14.5,9.32,163.6,17.2,65.0,14.6
2024-02-07,Cairo,Egypt,44.0,63.5,93.1,64.6,17.3,0.5,145.5,23.7,81.0,3.1
2024-02-07,Beijing,China,76.0,201.7,152.1,71.1,49.2,5.1,94.0,14.7,46.0,3.2
2024-02-07,London,UK,225.0,36.0,207.8,43.3,32.2,8.02,156.3,0.8,41.0,13.7
2024-02-07,Los Angeles,USA,53.0,11.0,143.3,79.3,17.5,0.39,152.4,6.8,18.0,1.7
2024-02-07,New York,USA,98.0,28.5,287.3,81.9,42.4,2.46,41.2,25.3,13.0,14.9
2024-02-07,Delhi,India,111.0,170.8,62.8,22.5,25.4,6.26,35.9,-2.5,54.0,6.7
2024-02-08,Cairo,Egypt,94.0,150.1,135.1,38.7,7.5,1.18,107.2,1.5,70.0,7.5
2024-02-08,São Paulo,Brazil,126.0,177.5,275.2,11.3,39.2,9.36,17.3,11.4,22.0,3.3
2024-02-08,Sydney,Australia,58.0,230.2,225.0,58.3,28.9,8.87,71.1,36.3,75.0,4.5
2024-02-08,Tokyo,Japan,260.0,56.8,172.6,67.1,16.0,6.04,167.0,-6.3,14.0,13.0
2024-02-08,Paris,France,176.0,131.6,24.4,16.1,32.6,8.69,88.6,22.6,16.0,1.5
2024-02-08,Delhi,India,42.0,15.4,68.1,43.7,26.3,5.58,42.8,-1.2,75.0,2.2
2024-02-08,London,UK,284.0,52.7,192.1,27.6,41.6,7.03,75.8,14.2,12.0,3.4
2024-02-08,New York,USA,191.0,110.2,202.2,41.5,42.5,2.2,13.2,-1.5,12.0,3.4
2024-02-08,Beijing,China,36.0,97.1,92.4,74.7,25.0,0.83,101.8,33.0,38.0,10.8
2024-02-08,Los Angeles,USA,238.0,20.8,149.8,38.7,50.0,5.57,52.1,12.3,73.0,4.2
2024-02-09,Cairo,Egypt,124.0,218.9,244.5,84.8,35.5,6.36,159.5,25.7,14.0,2.9
2024-02-09,Paris,France,189.0,123.5,209.1,86.6,16.2,6.86,74.5,30.5,63.0,12.5
2024-02-09,São Paulo,Brazil,165.0,162.9,202.2,9.1,12.2,7.94,193.7,38.6,44.0,2.4
2024-02-09,Sydney,Australia,197.0,203.8,158.5,85.6,26.5,3.31,90.0,-1.3,74.0,10.3
2024-02-09,Tokyo,Japan,118.0,177.2,27.6,24.1,38.3,2.65,178.1,21.7,54.0,11.6
2024-02-09,Delhi,India,181.0,157.3,268.2,98.3,43.7,9.5,120.9,24.4,88.0,1.6
2024-02-09,London,UK,141.0,114.6,160.7,98.1,36.0,9.96,63.4,14.5,34.0,4.1
2024-02-09,New York,USA,52.0,55.8,295.7,24.8,24.2,5.81,165.9,28.3,54.0,8.5
2024-02-09,Beijing,China,134.0,182.0,17.6,58.4,33.5,2.83,52.4,26.0,61.0,14.5
2024-02-09,Los Angeles,USA,48.0,218.0,205.0,12.5,42.0,1.15,93.5,32.7,22.0,6.4
2024-02-10,New York,USA,89.0,42.7,238.8,39.3,3.3,5.06,128.8,-9.3,79.0,7.7
2024-02-10,Los Angeles,USA,275.0,154.8,16.4,87.7,13.8,5.83,105.3,10.2,16.0,13.9
2024-02-10,London,UK,259.0,192.3,188.7,87.9,11.3,9.51,102.0,21.1,83.0,14.9
2024-02-10,Beijing,China,83.0,140.9,59.0,98.1,2.6,5.56,129.9,24.4,54.0,11.2
2024-02-10,Delhi,India,77.0,18.1,164.8,35.2,37.2,4.19,199.5,22.9,51.0,6.2
2024-02-10,Paris,France,225.0,59.5,15.9,99.8,46.0,3.22,194.2,33.0,66.0,12.8
2024-02-10,Tokyo,Japan,117.0,89.6,233.9,64.6,8.1,3.16,174.5,9.9,11.0,1.8
2024-02-10,Sydney,Australia,61.0,190.9,27.3,9.6,16.1,1.91,160.3,35.2,65.0,12.5
2024-02-10,São Paulo,Brazil,83.0,56.1,39.4,38.0,31.2,3.94,166.0,-9.9,29.0,6.7
2024-02-10,Cairo,Egypt,177.0,83.3,93.0,18.7,49.7,9.7,111.4,3.8,85.0,9.5
2024-02-11,Los Angeles,USA,56.0,149.6,132.1,5.2,17.9,2.84,93.3,11.9,77.0,0.8
2024-02-11,Cairo,Egypt,35.0,76.0,205.3,38.5,11.8,0.86,137.2,6.8,19.0,7.7
2024-02-11,São Paulo,Brazil,255.0,200.6,179.3,88.2,7.9,6.4,152.6,7.8,10.0,5.0
2024-02-11,Sydney,Australia,79.0,167.8,258.5,84.1,6.8,7.52,190.8,2.4,48.0,7.9
2024-02-11,Tokyo,Japan,58.0,31.2,29.7,44.2,22.9,2.25,70.9,38.4,61.0,5.2
2024-02-11,New York,USA,164.0,42.4,89.9,35.3,17.4,3.31,137.8,36.9,54.0,3.3
2024-02-11,Delhi,India,248.0,127.0,11.9,52.8,10.2,7.6,193.2,5.5,21.0,8.3
2024-02-11,Beijing,China,255.0,206.8,47.3,72.1,35.7,4.2,139.2,31.9,31.0,7.5
2024-02-11,London,UK,250.0,50.0,106.7,48.8,2.9,5.91,131.9,35.0,82.0,12.8
2024-02-11,Paris,France,102.0,114.7,52.2,73.0,2.5,8.86,174.3,5.6,87.0,7.1
2024-02-12,Paris,France,60.0,115.6,150.1,46.9,9.9,9.5,156.9,1.8,16.0,6.8
2024-02-12,São Paulo,Brazil,43.0,209.8,164.7,63.8,9.5,0.55,44.2,17.2,35.0,10.9
2024-02-12,Sydney,Australia,224.0,214.2,158.2,97.3,41.1,0.66,171.1,13.9,89.0,8.7
2024-02-12,Tokyo,Japan,149.0,230.2,269.3,63.4,12.6,7.64,87.0,12.8,74.0,7.4
2024-02-12,Cairo,Egypt,193.0,6.0,162.6,21.5,7.7,1.82,153.8,-7.9,10.0,2.7
2024-02-12,Delhi,India,158.0,103.5,108.9,64.0,26.5,7.31,187.1,-7.1,84.0,6.6
2024-02-12,London,UK,158.0,247.2,141.4,66.9,12.5,0.99,14.4,-7.2,31.0,5.0
2024-02-12,Los Angeles,USA,166.0,248.3,164.2,19.5,13.9,9.59,44.7,-8.8,59.0,12.7
2024-02-12,New York,USA,52.0,168.7,227.7,60.1,9.0,5.06,112.5,31.6,10.0,4.4
2024-02-12,Beijing,China,254.0,193.5,247.6,42.0,32.3,7.21,106.0,17.5,16.0,6.8
2024-02-13,São Paulo,Brazil,197.0,152.8,91.8,87.6,5.1,3.02,71.7,25.7,87.0,2.8
2024-02-13,Sydney,Australia,300.0,109.7,50.0,80.8,14.1,3.66,195.5,13.2,49.0,6.9
2024-02-13,Tokyo,Japan,237.0,99.6,10.9,61.2,3.4,9.65,46.6,-2.0,70.0,4.4
2024-02-13,Paris,France,71.0,116.3,253.1,58.6,50.0,7.38,143.1,24.8,38.0,7.3
2024-02-13,Cairo,Egypt,210.0,237.4,154.0,70.3,42.0,8.67,26.1,5.2,56.0,14.8
2024-02-13,Beijing,China,220.0,215.2,30.9,20.0,13.5,8.85,105.0,37.7,38.0,4.0
2024-02-13,London,UK,285.0,80.1,202.9,35.1,16.3,5.59,108.3,15.6,53.0,0.9
2024-02-13,Los Angeles,USA,121.0,159.6,105.3,13.4,13.6,6.72,77.1,33.0,54.0,11.8
2024-02-13,New York,USA,219.0,109.5,94.9,33.3,33.8,8.46,126.0,20.9,72.0,3.4
2024-02-13,Delhi,India,235.0,168.3,249.3,74.3,46.7,5.63,74.3,0.8,32.0,14.0
2024-02-14,Cairo,Egypt,240.0,171.6,76.1,20.7,26.6,1.36,86.4,-6.1,40.0,6.9
2024-02-14,São Paulo,Brazil,140.0,198.7,271.3,60.3,16.8,0.64,187.0,17.8,20.0,9.5
2024-02-14,Sydney,Australia,201.0,22.4,176.3,61.3,39.4,8.66,158.8,24.1,63.0,0.8
2024-02-14,Tokyo,Japan,248.0,98.0,205.1,63.9,27.3,5.59,79.0,37.4,34.0,1.7
2024-02-14,Paris,France,292.0,67.4,188.1,43.2,21.1,4.02,161.1,-8.8,83.0,14.9
2024-02-14,Delhi,India,71.0,26.6,14.6,99.4,15.3,3.39,185.9,28.5,64.0,7.5
2024-02-14,London,UK,223.0,212.6,124.3,66.0,4.3,0.15,156.4,31.6,71.0,0.6
2024-02-14,Los Angeles,USA,263.0,51.4,12.1,44.7,48.5,5.82,128.6,-9.4,42.0,6.2
2024-02-14,New York,USA,123.0,213.4,208.7,37.1,27.6,8.51,100.6,33.1,74.0,1.5
2024-02-14,Beijing,China,253.0,83.7,101.3,75.3,24.8,9.18,145.0,6.2,18.0,2.9
2024-02-15,Tokyo,Japan,153.0,50.1,65.1,52.0,11.3,9.87,158.5,24.7,64.0,11.7
2024-02-15,Cairo,Egypt,98.0,137.7,194.9,68.1,14.1,8.23,108.6,20.8,61.0,2.6
2024-02-15,São Paulo,Brazil,134.0,195.1,297.4,70.8,38.1,1.54,48.9,23.2,19.0,3.7
2024-02-15,Paris,France,108.0,208.1,82.9,29.3,45.8,4.85,171.5,-3.9,49.0,1.6
2024-02-15,Sydney,Australia,62.0,198.1,19.4,71.3,43.0,7.12,88.2,18.4,73.0,11.6
2024-02-15,Beijing,China,93.0,53.7,72.7,86.3,35.3,8.06,53.8,34.4,46.0,3.2
2024-02-15,New York,USA,44.0,27.8,164.3,45.6,16.1,6.59,197.4,4.6,21.0,0.7
2024-02-15,Los Angeles,USA,279.0,204.5,222.5,18.5,27.9,2.32,103.1,30.8,62.0,5.1
2024-02-15,Delhi,India,218.0,174.3,283.5,18.0,28.9,9.3,85.3,33.4,17.0,6.0
2024-02-15,London,UK,52.0,203.3,68.1,77.3,7.4,0.22,41.0,2.1,88.0,14.8
2024-02-16,New York,USA,36.0,75.8,223.2,95.6,13.6,6.08,63.4,27.6,73.0,14.4
2024-02-16,Los Angeles,USA,226.0,208.6,283.6,56.1,12.5,6.5,181.3,4.2,17.0,8.6
2024-02-16,London,UK,165.0,63.9,194.6,90.0,16.3,1.48,134.4,35.0,90.0,13.8
2024-02-16,Beijing,China,197.0,156.5,237.6,20.7,23.2,8.0,169.7,-8.1,71.0,8.7
2024-02-16,Delhi,India,112.0,113.1,51.5,94.2,21.7,7.8,110.8,38.2,77.0,9.1
2024-02-16,Paris,France,104.0,180.5,149.5,56.8,30.7,0.15,61.3,-5.5,66.0,13.6
2024-02-16,Tokyo,Japan,147.0,66.9,160.1,53.9,37.9,9.11,141.9,32.2,76.0,14.9
2024-02-16,Sydney,Australia,32.0,161.8,298.9,78.4,30.6,2.17,109.0,-5.8,28.0,10.4
2024-02-16,São Paulo,Brazil,184.0,38.6,226.1,35.4,2.9,3.41,63.1,28.6,12.0,1.1
2024-02-16,Cairo,Egypt,151.0,109.6,245.5,55.4,33.2,2.8,35.1,11.0,26.0,2.0
2024-02-17,Cairo,Egypt,242.0,75.4,35.9,79.1,23.4,5.28,132.0,5.8,86.0,9.4
2024-02-17,São Paulo,Brazil,217.0,88.0,29.3,87.2,16.5,3.03,35.5,11.5,41.0,1.7
2024-02-17,Sydney,Australia,206.0,69.1,127.5,6.1,8.4,2.85,13.4,-2.2,34.0,13.2
2024-02-17,Tokyo,Japan,109.0,193.9,75.8,73.8,38.8,3.33,158.5,20.3,47.0,10.6
2024-02-17,Paris,France,54.0,168.9,254.7,52.5,49.4,3.8,95.1,31.3,15.0,5.9
2024-02-17,Los Angeles,USA,259.0,186.4,75.0,16.6,23.0,7.71,30.5,-1.5,50.0,6.3
2024-02-17,Beijing,China,204.0,42.8,120.0,78.5,17.5,2.88,45.6,-2.7,21.0,9.5
2024-02-17,London,UK,298.0,73.6,159.2,26.8,29.5,3.27,118.5,23.8,45.0,1.3
2024-02-17,New York,USA,276.0,187.0,83.0,31.2,22.9,3.77,194.1,11.9,85.0,5.8
2024-02-17,Delhi,India,263.0,199.4,88.2,98.6,44.8,6.66,12.0,1.3,68.0,12.4
2024-02-18,Sydney,Australia,170.0,213.1,266.2,82.7,44.2,3.45,96.6,20.0,28.0,7.3
2024-02-18,Cairo,Egypt,270.0,177.3,23.2,91.2,2.8,0.92,21.5,-4.2,45.0,5.5
2024-02-18,São Paulo,Brazil,226.0,89.4,222.3,11.2,41.5,7.69,86.3,-9.9,90.0,4.6
2024-02-18,Paris,France,260.0,188.8,153.2,64.6,20.5,7.6,29.8,25.8,71.0,8.1
2024-02-18,Tokyo,Japan,222.0,182.7,31.3,73.4,49.0,2.61,145.1,1.4,12.0,8.3
2024-02-18,Beijing,China,287.0,51.0,224.3,41.2,44.8,0.6,172.8,37.3,57.0,12.7
2024-02-18,Delhi,India,233.0,170.6,253.2,79.8,23.0,4.33,17.4,21.6,27.0,8.2
2024-02-18,London,UK,233.0,156.8,294.2,57.8,44.7,2.12,81.8,-7.7,79.0,0.8
2024-02-18,Los Angeles,USA,232.0,53.0,251.4,23.4,39.8,0.51,137.1,-0.7,77.0,2.3
2024-02-18,New York,USA,37.0,106.0,70.3,99.0,35.9,6.07,88.9,12.6,44.0,6.6
2024-02-19,São Paulo,Brazil,195.0,25.5,23.7,70.0,37.5,1.45,41.8,4.5,85.0,3.9
2024-02-19,Sydney,Australia,144.0,216.1,104.5,18.5,27.3,6.17,107.7,5.3,62.0,3.6
2024-02-19,Tokyo,Japan,193.0,148.4,10.5,37.8,22.0,0.16,144.4,-7.0,42.0,5.8
2024-02-19,Paris,France,262.0,104.1,17.8,11.5,20.2,3.61,198.2,25.1,79.0,10.7
2024-02-19,Cairo,Egypt,288.0,159.8,162.1,73.6,29.7,1.67,187.5,8.6,57.0,1.9
2024-02-19,Beijing,China,241.0,40.7,196.0,53.1,38.0,8.82,109.6,33.4,81.0,11.6
2024-02-19,London,UK,76.0,183.5,223.9,19.7,16.4,0.85,60.3,38.5,52.0,8.9
2024-02-19,Los Angeles,USA,51.0,67.8,225.6,6.8,30.2,6.52,40.9,12.7,68.0,1.6
2024-02-19,New York,USA,213.0,181.7,133.4,64.4,3.9,0.38,189.2,4.8,18.0,3.3
2024-02-19,Delhi,India,253.0,114.1,118.6,23.5,7.8,5.26,123.2,-2.1,90.0,6.9
